Cantidad Material: 11060
--------------------------------------------------------------------------------
|Material          |  Val.stk.valor.   |  Stock valorado   |    Cantidad SC    |
|1-75549           |             0  COP|             0  KG |             0  KG |
|1-75554           |             0  COP|             0  KG |             0  KG |
|1-75670           |             0  COP|             0  KG |             0  KG |
|1-75729           |             0  COP|             0  KG |             0  KG |
|1-75755           |             0  COP|             0  KG |             0  KG |
|1-75759           |             0  COP|             0  KG |             0  KG |
|1-75810           |             0  COP|             0  KG |             0  KG |
|1-75900           |             0  COP|             0  KG |             0  KG |
|1-75947           |             0  COP|             0  KG |             0  KG |
|1-75995           |             0  COP|             0  KG |             0  KG |
|1-76084           |             0  COP|             0  KG |             0  KG |
|1-76087           |             0  COP|             0  KG |             0  KG |
|1-76108           |             0  COP|             0  KG |             0  KG |
|1-76109           |             0  COP|             0  KG |             0  KG |
|1-76115           |             0  COP|             0  KG |             0  KG |
|1-76150           |             0  COP|             0  KG |             0  KG |
|1-76170           |             0  COP|             0  KG |             0  KG |
|1-76186           |             0  COP|             0  KG |             0  KG |
|1-76190           |             0  COP|             0  KG |             0  KG |
|1-76205           |             0  COP|             0  KG |             0  KG |
|1-76209           |             0  COP|             0  KG |             0  KG |
|1-76361HS0        |             0  COP|             0  KG |             0  KG |
|1-76365           |             0  COP|             0  KG |             0  KG |
|1-76366           |             0  COP|             0  KG |             0  KG |
|1-76371HS0        |             0  COP|             0  KG |             0  KG |
|1-76374           |             0  COP|             0  KG |             0  KG |
|1-76375           |             0  COP|             0  KG |             0  KG |
|1-76377           |             0  COP|             0  KG |             0  KG |
|1-76408           |             0  COP|             0  KG |             0  KG |
|1-76409           |             0  COP|             0  KG |             0  KG |
|1-76455           |             0  COP|             0  KG |             0  KG |
|1-76517           |             0  COP|             0  KG |             0  KG |
|1-76628           |             0  COP|             0  KG |             0  KG |
|1-76728           |             0  COP|             0  KG |             0  KG |
|1-76806           |             0  COP|             0  KG |             0  KG |
|1-76887           |             0  COP|             0  KG |             0  KG |
|1-76889           |             0  COP|             0  KG |             0  KG |
|1-76929           |             0  COP|             0  KG |             0  KG |
|1-76930           |             0  COP|             0  KG |             0  KG |
|1-76936           |             0  COP|             0  KG |             0  KG |
|1-76937           |             0  COP|             0  KG |             0  KG |
|1-76938           |             0  COP|             0  KG |             0  KG |
|1-77347           |             0  COP|             0  KG |             0  KG |
|1-77435           |             0  COP|             0  KG |             0  KG |
|1-77554           |             0  COP|             0  KG |             0  KG |
|1-77800           |             0  COP|             0  KG |             0  KG |
|1-77908           |             0  COP|             0  KG |             0  KG |
|1-77909           |             0  COP|             0  KG |             0  KG |
|1-78004           |             0  COP|             0  KG |             0  KG |
|1-78049           |             0  COP|             0  KG |             0  KG |
|1-78070           |             0  COP|             0  KG |             0  KG |
|1-78175           |             0  COP|             0  KG |             0  KG |
|1-78178           |             0  COP|             0  KG |             0  KG |
|1-78184           |             0  COP|             0  KG |             0  KG |
|1-78255           |             0  COP|             0  KG |             0  KG |
|1-78429           |             0  COP|             0  KG |             0  KG |
|1-78495           |             0  COP|             0  KG |             0  KG |
|1-78497           |             0  COP|             0  KG |             0  KG |
|1-78498           |             0  COP|             0  KG |             0  KG |
|1-78526           |             0  COP|             0  KG |             0  KG |
|1-78581HS0        |             0  COP|             0  KG |             0  KG |
|1-78590           |             0  COP|             0  KG |             0  KG |
|1-78629           |             0  COP|             0  KG |             0  KG |
|1-78768           |             0  COP|             0  KG |             0  KG |
|1-78769           |             0  COP|             0  KG |             0  KG |
|1-78777           |             0  COP|             0  KG |             0  KG |
|1-78779           |             0  COP|             0  KG |             0  KG |
|1-78780           |             0  COP|             0  KG |             0  KG |
|1-78785           |             0  COP|             0  KG |             0  KG |
|1-78786           |             0  COP|             0  KG |             0  KG |
|1-78787           |             0  COP|             0  KG |             0  KG |
|1-78790           |             0  COP|             0  KG |             0  KG |
|1-78878           |             0  COP|             0  KG |             0  KG |
|1-78879           |             0  COP|             0  KG |             0  KG |
|1-78880           |             0  COP|             0  KG |             0  KG |
|1-78884           |             0  COP|             0  KG |             0  KG |
|1-79078           |             0  COP|             0  KG |             0  KG |
|1-79085           |             0  COP|             0  KG |             0  KG |
|1-79134           |             0  COP|             0  KG |             0  KG |
|1-79228           |             0  COP|             0  KG |             0  KG |
|1-79294           |             0  COP|             0  KG |             0  KG |
|1-79385           |             0  COP|             0  KG |             0  KG |
|1-79386           |             0  COP|             0  KG |             0  KG |
|1-79387           |             0  COP|             0  KG |             0  KG |
|1-79400           |             0  COP|             0  KG |             0  KG |
|1-79418           |             0  COP|             0  KG |             0  KG |
|1-79419           |             0  COP|             0  KG |             0  KG |
|1-79420           |             0  COP|             0  KG |             0  KG |
|1-79424           |             0  COP|             0  KG |             0  KG |
|1-79425           |             0  COP|             0  KG |             0  KG |
|1-79427           |             0  COP|             0  KG |             0  KG |
|1-79428           |             0  COP|             0  KG |             0  KG |
|1-79454           |             0  COP|             0  KG |             0  KG |
|1-79475           |             0  COP|             0  KG |             0  KG |
|1-79476           |             0  COP|             0  KG |             0  KG |
|1-79487           |             0  COP|             0  KG |             0  KG |
|1-79498           |             0  COP|             0  KG |             0  KG |
|1-79524           |             0  COP|             0  KG |             0  KG |
|1-79526           |             0  COP|             0  KG |             0  KG |
|1-79527           |             0  COP|             0  KG |             0  KG |
|1-79528           |             0  COP|             0  KG |             0  KG |
|1-79529           |             0  COP|             0  KG |             0  KG |
|1-79644           |             0  COP|             0  KG |             0  KG |
|1-79645           |             0  COP|             0  KG |             0  KG |
|1-79818           |             0  COP|             0  KG |             0  KG |
|1-79830           |             0  COP|             0  KG |             0  KG |
|1-79836           |             0  COP|             0  KG |             0  KG |
|1-79945           |             0  COP|             0  KG |             0  KG |
|1-79946           |             0  COP|             0  KG |             0  KG |
|1-79947           |             0  COP|             0  KG |             0  KG |
|1-79995           |             0  COP|             0  KG |             0  KG |
|1-79996           |             0  COP|             0  KG |             0  KG |
|1-79997           |             0  COP|             0  KG |             0  KG |
|1-79998           |             0  COP|             0  KG |             0  KG |
|1-80000           |             0  COP|             0  KG |             0  KG |
|1-80004           |             0  COP|             0  KG |             0  KG |
|1-80005           |             0  COP|             0  KG |             0  KG |
|1-80006           |             0  COP|             0  KG |             0  KG |
|1-80008           |             0  COP|             0  KG |             0  KG |
|1-80017           |             0  COP|             0  KG |             0  KG |
|1-80024           |             0  COP|             0  KG |             0  KG |
|1-80030           |             0  COP|             0  KG |             0  KG |
|1-80034           |             0  COP|             0  KG |             0  KG |
|1-80037           |             0  COP|             0  KG |             0  KG |
|1-80038           |             0  COP|             0  KG |             0  KG |
|1-80046           |             0  COP|             0  KG |             0  KG |
|1-80047           |             0  COP|             0  KG |             0  KG |
|1-80081GA0        |             0  COP|             0  KG |             0  KG |
|1-80189           |             0  COP|             0  KG |             0  KG |
|1-80190           |             0  COP|             0  KG |             0  KG |
|1-80197           |             0  COP|             0  KG |             0  KG |
|1-80388           |             0  COP|             0  KG |             0  KG |
|1-80458           |             0  COP|             0  KG |             0  KG |
|1-80495           |             0  COP|             0  KG |             0  KG |
|1-80536           |             0  COP|             0  KG |             0  KG |
|1-80538           |             0  COP|             0  KG |             0  KG |
|1-80556           |             0  COP|             0  KG |             0  KG |
|1-80558           |             0  COP|             0  KG |             0  KG |
|1-80648           |             0  COP|             0  KG |             0  KG |
|1-80794           |             0  COP|             0  KG |             0  KG |
|1-8085            |             0  COP|             0  KG |             0  KG |
|1-80878           |             0  COP|             0  KG |             0  KG |
|1-80879           |             0  COP|             0  KG |             0  KG |
|1-80891HS0        |             0  COP|             0  KG |             0  KG |
|1-80894           |             0  COP|             0  KG |             0  KG |
|1-80895           |             0  COP|             0  KG |             0  KG |
|1-80905           |             0  COP|             0  KG |             0  KG |
|1-80911HS0        |             0  COP|             0  KG |             0  KG |
|1-80930           |             0  COP|             0  KG |             0  KG |
|1-8097            |             0  COP|             0  KG |             0  KG |
|1-80987           |             0  COP|             0  KG |             0  KG |
|1-80991HS0        |             0  COP|             0  KG |             0  KG |
|1-81239           |             0  COP|             0  KG |             0  KG |
|1-81314           |             0  COP|             0  KG |             0  KG |
|1-81394           |             0  COP|             0  KG |             0  KG |
|1-81417           |             0  COP|             0  KG |             0  KG |
|1-81564           |             0  COP|             0  KG |             0  KG |
|1-81565           |             0  COP|             0  KG |             0  KG |
|1-81585           |             0  COP|             0  KG |             0  KG |
|1-81719           |             0  COP|             0  KG |             0  KG |
|1-81724           |             0  COP|             0  KG |             0  KG |
|1-81725           |             0  COP|             0  KG |             0  KG |
|1-81810           |             0  COP|             0  KG |             0  KG |
|1-81817           |             0  COP|             0  KG |             0  KG |
|1-81819           |             0  COP|             0  KG |             0  KG |
|1-81820           |             0  COP|             0  KG |             0  KG |
|1-81824           |             0  COP|             0  KG |             0  KG |
|1-81847           |             0  COP|             0  KG |             0  KG |
|1-81850           |             0  COP|             0  KG |             0  KG |
|1-81855           |             0  COP|             0  KG |             0  KG |
|1-81880           |             0  COP|             0  KG |             0  KG |
|1-81900           |             0  COP|             0  KG |             0  KG |
|1-81904           |             0  COP|             0  KG |             0  KG |
|1-81905           |             0  COP|             0  KG |             0  KG |
|1-81906           |             0  COP|             0  KG |             0  KG |
|1-81985           |             0  COP|             0  KG |             0  KG |
|1-82047           |             0  COP|             0  KG |             0  KG |
|1-82255           |             0  COP|             0  KG |             0  KG |
|1-82267           |             0  COP|             0  KG |             0  KG |
|1-82274           |             0  COP|             0  KG |             0  KG |
|1-82279           |             0  COP|             0  KG |             0  KG |
|1-82428           |             0  COP|             0  KG |             0  KG |
|1-82434           |             0  COP|             0  KG |             0  KG |
|1-82435           |             0  COP|             0  KG |             0  KG |
|1-82438           |             0  COP|             0  KG |             0  KG |
|1-82450           |             0  COP|             0  KG |             0  KG |
|1-82524           |             0  COP|             0  KG |             0  KG |
|1-82525           |             0  COP|             0  KG |             0  KG |
|1-82544           |             0  COP|             0  KG |             0  KG |
|1-82637           |             0  COP|             0  KG |             0  KG |
|1-82744           |             0  COP|             0  KG |             0  KG |
|1-82745           |             0  COP|             0  KG |             0  KG |
|1-82940           |             0  COP|             0  KG |             0  KG |
|1-82977           |             0  COP|             0  KG |             0  KG |
|1-83004           |             0  COP|             0  KG |             0  KG |
|1-83007           |             0  COP|             0  KG |             0  KG |
|1-83014           |             0  COP|             0  KG |             0  KG |
|1-83087           |             0  COP|             0  KG |             0  KG |
|1-83094           |             0  COP|             0  KG |             0  KG |
|1-83185           |             0  COP|             0  KG |             0  KG |
|1-83450           |             0  COP|             0  KG |             0  KG |
|1-83489           |             0  COP|             0  KG |             0  KG |
|1-83930           |             0  COP|             0  KG |             0  KG |
|1-84027           |             0  COP|             0  KG |             0  KG |
|1-84030           |             0  COP|             0  KG |             0  KG |
|1-84078           |             0  COP|             0  KG |             0  KG |
|1-84110           |             0  COP|             0  KG |             0  KG |
|1-84116           |             0  COP|             0  KG |             0  KG |
|1-84124           |             0  COP|             0  KG |             0  KG |
|1-84140           |             0  COP|             0  KG |             0  KG |
|1-84144           |             0  COP|             0  KG |             0  KG |
|1-84154           |             0  COP|             0  KG |             0  KG |
|1-84317           |             0  COP|             0  KG |             0  KG |
|1-84471HS0        |             0  COP|             0  KG |             0  KG |
|1-85169           |             0  COP|             0  KG |             0  KG |
|1-85170           |             0  COP|             0  KG |             0  KG |
|1-85174           |             0  COP|             0  KG |             0  KG |
|1-85466           |             0  COP|             0  KG |             0  KG |
|1-86220000        |             0  COP|             0  KG |             0  KG |
|1-86230000        |             0  COP|             0  KG |             0  KG |
|1-86240000        |             0  COP|             0  KG |             0  KG |
|1-86310000        |             0  COP|             0  KG |             0  KG |
|1-8681            |             0  COP|             0  KG |             0  KG |
|1-86810000        |             0  COP|             0  KG |             0  KG |
|1-87000000        |             0  COP|             0  KG |             0  KG |
|1-87050000        |             0  COP|             0  KG |             0  KG |
|1-87060000        |             0  COP|             0  KG |             0  KG |
|1-87070000        |             0  COP|             0  KG |             0  KG |
|1-87080000        |             0  COP|             0  KG |             0  KG |
|1-87090000        |             0  COP|             0  KG |             0  KG |
|1-87100000        |             0  COP|             0  KG |             0  KG |
|1-87130000        |             0  COP|             0  KG |             0  KG |
|1-87160000        |             0  COP|             0  KG |             0  KG |
|1-87170000        |             0  COP|             0  KG |             0  KG |
|1-87190000        |             0  COP|             0  KG |             0  KG |
|1-87203HS0        |             0  COP|             0  KG |             0  KG |
|1-87230000        |             0  COP|             0  KG |             0  KG |
|1-87250000        |             0  COP|             0  KG |             0  KG |
|1-87280000        |             0  COP|             0  KG |             0  KG |
|1-87320000        |             0  COP|             0  KG |             0  KG |
|1-87353HS0        |             0  COP|             0  KG |             0  KG |
|1-87400000        |             0  COP|             0  KG |             0  KG |
|1-87711HS0        |             0  COP|             0  KG |             0  KG |
|1-89971GA0        |             0  COP|             0  KG |             0  KG |
|1-90001HS0        |             0  COP|             0  KG |             0  KG |
|1-91051HS0        |             0  COP|             0  KG |             0  KG |
|1-91351GS0        |             0  COP|             0  KG |             0  KG |
|1-93217           |             0  COP|             0  KG |             0  KG |
|1-94201HS0        |             0  COP|             0  KG |             0  KG |
|1-94211HS0        |             0  COP|             0  KG |             0  KG |
|1-9422            |             0  COP|             0  KG |             0  KG |
|1-94221HS0        |             0  COP|             0  KG |             0  KG |
|1-94231HS0        |             0  COP|             0  KG |             0  KG |
|1-9425            |             0  COP|             0  KG |             0  KG |
|1-94251HS0        |             0  COP|             0  KG |             0  KG |
|1-9426            |             0  COP|             0  KG |             0  KG |
|1-94261HS0        |             0  COP|             0  KG |             0  KG |
|1-9427            |             0  COP|             0  KG |             0  KG |
|1-94271HS0        |             0  COP|             0  KG |             0  KG |
|1-94281HS0        |             0  COP|             0  KG |             0  KG |
|1-9455-1HS        |             0  COP|             0  KG |             0  KG |
|1-94841GA0        |             0  COP|             0  KG |             0  KG |
|1-9485-1GA        |             0  COP|             0  KG |             0  KG |
|1-94861GA0        |             0  COP|             0  KG |             0  KG |
|1-94891GA0        |             0  COP|             0  KG |             0  KG |
|1-94901GA0        |             0  COP|             0  KG |             0  KG |
|1-94931GA0        |             0  COP|             0  KG |             0  KG |
|1-94941GA0        |             0  COP|             0  KG |             0  KG |
|1-9500-1GA        |             0  COP|             0  KG |             0  KG |
|1-95031GA0        |             0  COP|             0  KG |             0  KG |
|1-9504-1GA        |             0  COP|             0  KG |             0  KG |
|1-95061GA0        |             0  COP|             0  KG |             0  KG |
|1-9508-1GA        |             0  COP|             0  KG |             0  KG |
|1-95131GA0        |             0  COP|             0  KG |             0  KG |
|1-95511HS0        |             0  COP|             0  KG |             0  KG |
|1-9612            |             0  COP|             0  KG |             0  KG |
|1-9612-1GS        |             0  COP|             0  KG |             0  KG |
|1-9641-1GA        |             0  COP|             0  KG |             0  KG |
|1-98621HS0        |             0  COP|             0  KG |             0  KG |
|1-99271HS0        |             0  COP|             0  KG |             0  KG |
|1000333           |             0  COP|             0  UN |             0  UN |
|1000334           |             0  COP|             0  UN |             0  UN |
|1000335           |             0  COP|             0  UN |             0  UN |
|1000619           |             0  COP|             0  UN |             0  UN |
|1000620           |             0  COP|             0  UN |             0  UN |
|1000623           |             0  COP|             0  UN |             0  UN |
|1001336           |             0  COP|             0  UN |             0  UN |
|1001337           |             0  COP|             0  UN |             0  UN |
|1001339           |             0  COP|             0  UN |             0  UN |
|1001341           |             0  COP|             0  UN |             0  UN |
|1001557           |             0  COP|             0  UN |             0  UN |
|1001985           |             0  COP|             0  UN |             0  UN |
|1001986           |             0  COP|             0  UN |             0  UN |
|1001989           |             0  COP|             0  UN |             0  UN |
|1002279           |             0  COP|             0  UN |             0  UN |
|1002461           |             0  COP|             0  UN |             0  UN |
|1002462           |             0  COP|             0  UN |             0  UN |
|1002463           |             0  COP|             0  UN |             0  UN |
|1002646           |             0  COP|             0  UN |             0  UN |
|1002647           |             0  COP|             0  UN |             0  UN |
|1002648           |             0  COP|             0  UN |             0  UN |
|1002989           |             0  COP|             0  UN |             0  UN |
|1003298           |             0  COP|             0  UN |             0  UN |
|1003708           |             0  COP|             0  UN |             0  UN |
|1003711           |             0  COP|             0  UN |             0  UN |
|1004140           |             0  COP|             0  UN |             0  UN |
|1004141           |             0  COP|             0  UN |             0  UN |
|1004142           |             0  COP|             0  UN |             0  UN |
|1004143           |             0  COP|             0  UN |             0  UN |
|1004798           |             0  COP|             0  UN |             0  UN |
|1004805           |             0  COP|             0  UN |             0  UN |
|1005043           |             0  COP|             0  UN |             0  UN |
|1005449           |             0  COP|             0  UN |             0  UN |
|1005450           |             0  COP|             0  UN |             0  UN |
|1005451           |             0  COP|             0  UN |             0  UN |
|1005452           |             0  COP|             0  UN |             0  UN |
|1005453           |             0  COP|             0  UN |             0  UN |
|1005456           |             0  COP|             0  UN |             0  UN |
|1005457           |             0  COP|             0  UN |             0  UN |
|1006155           |             0  COP|             0  UN |             0  UN |
|1007722           |             0  COP|             0  UN |             0  UN |
|1007756           |             0  COP|             0  UN |             0  UN |
|100801            |             0  COP|             0  KG |             0  KG |
|1008112           |             0  COP|             0  UN |             0  UN |
|1008113           |             0  COP|             0  UN |             0  UN |
|1008114           |             0  COP|             0  UN |             0  UN |
|1008987           |             0  COP|             0  UN |             0  UN |
|1008988           |             0  COP|             0  UN |             0  UN |
|1009758           |             0  COP|             0  UN |             0  UN |
|1009760           |             0  COP|             0  UN |             0  UN |
|1009761           |             0  COP|             0  UN |             0  UN |
|1009763           |             0  COP|             0  UN |             0  UN |
|1010668           |             0  COP|             0  UN |             0  UN |
|1010669           |             0  COP|             0  UN |             0  UN |
|1010798           |             0  COP|             0  UN |             0  UN |
|1010804           |             0  COP|             0  UN |             0  UN |
|1010913           |             0  COP|             0  UN |             0  UN |
|1010914           |             0  COP|             0  UN |             0  UN |
|1010915           |             0  COP|             0  UN |             0  UN |
|1012695           |             0  COP|             0  UN |             0  UN |
|1012698           |             0  COP|             0  UN |             0  UN |
|1012830           |             0  COP|             0  UN |             0  UN |
|1014455           |             0  COP|             0  UN |             0  UN |
|1014456           |             0  COP|             0  UN |             0  UN |
|1014606           |             0  COP|             0  UN |             0  UN |
|1014607           |             0  COP|             0  UN |             0  UN |
|1014608           |             0  COP|             0  UN |             0  UN |
|1014609           |             0  COP|             0  UN |             0  UN |
|1014610           |             0  COP|             0  UN |             0  UN |
|1014611           |             0  COP|             0  UN |             0  UN |
|1016015           |             0  COP|             0  UN |             0  UN |
|1016016           |             0  COP|             0  UN |             0  UN |
|1016714           |             0  COP|             0  UN |             0  UN |
|1016715           |             0  COP|             0  UN |             0  UN |
|1016897           |             0  COP|             0  UN |             0  UN |
|1020355           |             0  COP|             0  UN |             0  UN |
|1020369           |             0  COP|             0  UN |             0  UN |
|1020370           |             0  COP|             0  UN |             0  UN |
|1020371           |             0  COP|             0  UN |             0  UN |
|1020372           |             0  COP|             0  UN |             0  UN |
|1020510           |             0  COP|             0  UN |             0  UN |
|1020511           |             0  COP|             0  UN |             0  UN |
|1020512           |             0  COP|             0  UN |             0  UN |
|1020627           |             0  COP|             0  UN |             0  UN |
|1020628           |             0  COP|             0  UN |             0  UN |
|1020629           |             0  COP|             0  UN |             0  UN |
|1020631           |             0  COP|             0  UN |             0  UN |
|1020632           |             0  COP|             0  UN |             0  UN |
|1020634           |             0  COP|             0  UN |             0  UN |
|1020848           |             0  COP|             0  UN |             0  UN |
|102101            |             0  COP|             0  KG |             0  KG |
|1022780           |             0  COP|             0  UN |             0  UN |
|1023165           |             0  COP|             0  UN |             0  UN |
|1023166           |             0  COP|             0  UN |             0  UN |
|1023167           |             0  COP|             0  UN |             0  UN |
|1023523           |             0  COP|             0  UN |             0  UN |
|1023524           |             0  COP|             0  UN |             0  UN |
|1023525           |             0  COP|             0  UN |             0  UN |
|1023527           |             0  COP|             0  UN |             0  UN |
|1023641           |             0  COP|             0  UN |             0  UN |
|1023642           |             0  COP|             0  UN |             0  UN |
|1023643           |             0  COP|             0  UN |             0  UN |
|1023644           |             0  COP|             0  UN |             0  UN |
|1023645           |             0  COP|             0  UN |             0  UN |
|1023653           |             0  COP|             0  UN |             0  UN |
|102401            |             0  COP|             0  KG |             0  KG |
|1025741           |             0  COP|             0  UN |             0  UN |
|1025742           |             0  COP|             0  UN |             0  UN |
|1026398           |             0  COP|             0  UN |             0  UN |
|1026399           |             0  COP|             0  UN |             0  UN |
|1026683           |             0  COP|             0  UN |             0  UN |
|1027226           |             0  COP|             0  UN |             0  UN |
|1027395           |             0  COP|             0  UN |             0  UN |
|1028216           |             0  COP|             0  UN |             0  UN |
|1028217           |             0  COP|             0  UN |             0  UN |
|1028218           |             0  COP|             0  UN |             0  UN |
|1028219           |             0  COP|             0  UN |             0  UN |
|1028220           |             0  COP|             0  UN |             0  UN |
|1028221           |             0  COP|             0  UN |             0  UN |
|1028222           |             0  COP|             0  UN |             0  UN |
|1028223           |             0  COP|             0  UN |             0  UN |
|1028224           |             0  COP|             0  UN |             0  UN |
|1028225           |             0  COP|             0  UN |             0  UN |
|1028226           |             0  COP|             0  UN |             0  UN |
|1028227           |             0  COP|             0  UN |             0  UN |
|1028228           |             0  COP|             0  UN |             0  UN |
|1028229           |             0  COP|             0  UN |             0  UN |
|1028230           |             0  COP|             0  UN |             0  UN |
|1028231           |             0  COP|             0  UN |             0  UN |
|1028667           |             0  COP|             0  UN |             0  UN |
|1028668           |             0  COP|             0  UN |             0  UN |
|1029436           |             0  COP|             0  UN |             0  UN |
|1029437           |             0  COP|             0  UN |             0  UN |
|1029467           |             0  COP|             0  UN |             0  UN |
|1029468           |             0  COP|             0  UN |             0  UN |
|1029469           |             0  COP|             0  UN |             0  UN |
|1029470           |             0  COP|             0  UN |             0  UN |
|1029471           |             0  COP|             0  UN |             0  UN |
|1029472           |             0  COP|             0  UN |             0  UN |
|1030030           |             0  COP|             0  UN |             0  UN |
|1030151           |             0  COP|             0  UN |             0  UN |
|1030152           |             0  COP|             0  UN |             0  UN |
|1030153           |             0  COP|             0  UN |             0  UN |
|1030154           |             0  COP|             0  UN |             0  UN |
|1030155           |             0  COP|             0  UN |             0  UN |
|1030156           |             0  COP|             0  UN |             0  UN |
|1030246           |             0  COP|             0  UN |             0  UN |
|1030247           |             0  COP|             0  UN |             0  UN |
|1030248           |             0  COP|             0  UN |             0  UN |
|1030318           |             0  COP|             0  UN |             0  UN |
|1030319           |             0  COP|             0  UN |             0  UN |
|1030320           |             0  COP|             0  UN |             0  UN |
|1030628           |             0  COP|             0  UN |             0  UN |
|1030630           |             0  COP|             0  UN |             0  UN |
|1030631           |             0  COP|             0  UN |             0  UN |
|1030755           |             0  COP|             0  UN |             0  UN |
|1031578           |             0  COP|             0  UN |             0  UN |
|1032198           |             0  COP|             0  UN |             0  UN |
|1032199           |             0  COP|             0  UN |             0  UN |
|1032201           |             0  COP|             0  UN |             0  UN |
|1033099           |             0  COP|             0  UN |             0  UN |
|1033152           |             0  COP|             0  UN |             0  UN |
|1033282           |             0  COP|             0  UN |             0  UN |
|1033283           |             0  COP|             0  UN |             0  UN |
|1033284           |             0  COP|             0  UN |             0  UN |
|1033285           |             0  COP|             0  UN |             0  UN |
|1033287           |             0  COP|             0  UN |             0  UN |
|1035822           |             0  COP|             0  UN |             0  UN |
|1035823           |             0  COP|             0  UN |             0  UN |
|1036376           |             0  COP|             0  UN |             0  UN |
|1037377           |             0  COP|             0  UN |             0  UN |
|1037378           |             0  COP|             0  UN |             0  UN |
|1037379           |             0  COP|             0  UN |             0  UN |
|1038090           |             0  COP|             0  UN |             0  UN |
|1038091           |             0  COP|             0  UN |             0  UN |
|1038146           |             0  COP|             0  UN |             0  UN |
|1038147           |             0  COP|             0  UN |             0  UN |
|1038148           |             0  COP|             0  UN |             0  UN |
|1038149           |             0  COP|             0  UN |             0  UN |
|1038610           |             0  COP|             0  UN |             0  UN |
|1038611           |             0  COP|             0  UN |             0  UN |
|1041863           |             0  COP|             0  UN |             0  UN |
|1041983           |             0  COP|             0  UN |             0  UN |
|1041984           |             0  COP|             0  UN |             0  UN |
|1041985           |             0  COP|             0  UN |             0  UN |
|1041986           |             0  COP|             0  UN |             0  UN |
|1041987           |             0  COP|             0  UN |             0  UN |
|1043433           |             0  COP|             0  UN |             0  UN |
|1043434           |             0  COP|             0  UN |             0  UN |
|1043435           |             0  COP|             0  UN |             0  UN |
|1043436           |             0  COP|             0  UN |             0  UN |
|1043437           |             0  COP|             0  UN |             0  UN |
|1043438           |             0  COP|             0  UN |             0  UN |
|1043439           |             0  COP|             0  UN |             0  UN |
|1043739           |             0  COP|             0  UN |             0  UN |
|1044514           |             0  COP|             0  UN |             0  UN |
|105001            |             0  COP|             0  KG |             0  KG |
|105301            |             0  COP|             0  KG |             0  KG |
|1054985           |             0  COP|             0  UN |             0  UN |
|1054992           |             0  COP|             0  UN |             0  UN |
|1054993           |             0  COP|             0  UN |             0  UN |
|1056837           |             0  COP|             0  UN |             0  UN |
|1057001           |             0  COP|             0  UN |             0  UN |
|1057002           |             0  COP|             0  UN |             0  UN |
|1058188           |             0  COP|             0  UN |             0  UN |
|1058189           |             0  COP|             0  UN |             0  UN |
|1058190           |             0  COP|             0  UN |             0  UN |
|1058191           |             0  COP|             0  UN |             0  UN |
|1058192           |             0  COP|             0  UN |             0  UN |
|1058193           |             0  COP|             0  UN |             0  UN |
|1058195           |             0  COP|             0  UN |             0  UN |
|1058196           |             0  COP|             0  UN |             0  UN |
|1058197           |             0  COP|             0  UN |             0  UN |
|1058198           |             0  COP|             0  UN |             0  UN |
|1058199           |             0  COP|             0  UN |             0  UN |
|1059192           |             0  COP|             0  UN |             0  UN |
|1059319           |             0  COP|             0  UN |             0  UN |
|1059320           |             0  COP|             0  UN |             0  UN |
|1059321           |             0  COP|             0  UN |             0  UN |
|1059322           |             0  COP|             0  UN |             0  UN |
|1059323           |             0  COP|             0  UN |             0  UN |
|1059324           |             0  COP|             0  UN |             0  UN |
|1059854           |             0  COP|             0  UN |             0  UN |
|1059855           |             0  COP|             0  UN |             0  UN |
|1059856           |             0  COP|             0  UN |             0  UN |
|1059857           |             0  COP|             0  UN |             0  UN |
|1060375           |             0  COP|             0  UN |             0  UN |
|1060596           |             0  COP|             0  UN |             0  UN |
|1060597           |             0  COP|             0  UN |             0  UN |
|1060598           |             0  COP|             0  UN |             0  UN |
|1060599           |             0  COP|             0  UN |             0  UN |
|1060601           |             0  COP|             0  UN |             0  UN |
|1060602           |             0  COP|             0  UN |             0  UN |
|1060603           |             0  COP|             0  UN |             0  UN |
|1060604           |             0  COP|             0  UN |             0  UN |
|1060605           |             0  COP|             0  UN |             0  UN |
|1060606           |             0  COP|             0  UN |             0  UN |
|1060607           |             0  COP|             0  UN |             0  UN |
|1060608           |             0  COP|             0  UN |             0  UN |
|1060609           |             0  COP|             0  UN |             0  UN |
|1062248           |             0  COP|             0  UN |             0  UN |
|1062249           |             0  COP|             0  UN |             0  UN |
|1062250           |             0  COP|             0  UN |             0  UN |
|1062252           |             0  COP|             0  UN |             0  UN |
|1062253           |             0  COP|             0  UN |             0  UN |
|1062901           |             0  COP|             0  UN |             0  UN |
|1063240           |             0  COP|             0  UN |             0  UN |
|1063320           |             0  COP|             0  UN |             0  UN |
|1063321           |             0  COP|             0  UN |             0  UN |
|1063322           |             0  COP|             0  UN |             0  UN |
|1063423           |             0  COP|             0  UN |             0  UN |
|1063424           |             0  COP|             0  UN |             0  UN |
|1063425           |             0  COP|             0  UN |             0  UN |
|1063426           |             0  COP|             0  UN |             0  UN |
|1065709           |             0  COP|             0  UN |             0  UN |
|1065710           |             0  COP|             0  UN |             0  UN |
|1065711           |             0  COP|             0  UN |             0  UN |
|1065712           |             0  COP|             0  UN |             0  UN |
|1065713           |             0  COP|             0  UN |             0  UN |
|1065714           |             0  COP|             0  UN |             0  UN |
