Cantidad Material: 1382
--------------------------------------------------------------------------------
|Material          |  Val.stk.valor.   |  Stock valorado   |    Cantidad SC    |
|0000009885        |             0  COP|             0  UN |             0  UN |
|0000009896        |             0  COP|             0  UN |             0  UN |
|0000009900        |             0  COP|             0  UN |             0  UN |
|0000010319        |             0  COP|             0  UN |             0  UN |
|0000010320        |             0  COP|             0  UN |             0  UN |
|0000010342        |             0  COP|             0  UN |             0  UN |
|0000010353        |             0  COP|             0  UN |             0  UN |
|0000010364        |             0  COP|             0  UN |             0  UN |
|0000010375        |             0  COP|             0  UN |             0  UN |
|0000010386        |             0  COP|             0  UN |             0  UN |
|0000010456        |             0  COP|             0  UN |             0  UN |
|0000010515        |             0  COP|             0  UN |             0  UN |
|0000010641        |             0  COP|             0  UN |             0  UN |
|0000010652        |             0  COP|             0  UN |             0  UN |
|0000010663        |             0  COP|             0  UN |             0  UN |
|0000010674        |             0  COP|             0  UN |             0  UN |
|0000010696        |             0  COP|             0  UN |             0  UN |
|0000010722        |             0  COP|             0  UN |             0  UN |
|0000010733        |             0  COP|             0  UN |             0  UN |
|0000010744        |             0  COP|             0  UN |             0  UN |
|0000010766        |             0  COP|             0  UN |             0  UN |
|0000010799        |             0  COP|             0  UN |             0  UN |
|0000010825        |             0  COP|             0  UN |             0  UN |
|0000011590        |             0  COP|             0  UN |             0  UN |
|0000011637        |             0  COP|             0  UN |             0  UN |
|0000011707        |             0  COP|             0  UN |             0  UN |
|0000011763        |             0  COP|             0  UN |             0  UN |
|0000012586        |             0  COP|             0  UN |             0  UN |
|0000012911        |             0  COP|             0  UN |             0  UN |
|0000013169        |             0  COP|             0  UN |             0  UN |
|0000014085        |             0  COP|             0  UN |             0  UN |
|0000014096        |             0  COP|             0  UN |             0  UN |
|0000014100        |             0  COP|             0  UN |             0  UN |
|0000014122        |             0  COP|             0  UN |             0  UN |
|0000014281        |             0  COP|             0  UN |             0  UN |
|0000014292        |             0  COP|             0  UN |             0  UN |
|0000014328        |             0  COP|             0  UN |             0  UN |
|0000014339        |             0  COP|             0  UN |             0  UN |
|0000014867        |             0  COP|             0  UN |             0  UN |
|0000015853        |             0  COP|             0  UN |             0  UN |
|0000015897        |             0  COP|             0  UN |             0  UN |
|0000015901        |             0  COP|             0  UN |             0  UN |
|0000015945        |             0  COP|             0  UN |             0  UN |
|000332            |             0  COP|             0  UN |             0  UN |
|000402            |             0  COP|             0  UN |             0  UN |
|001694            |             0  COP|             0  UN |             0  UN |
|001719            |             0  COP|             0  UN |             0  UN |
|002897            |             0  COP|             0  UN |             0  UN |
|003126            |             0  COP|             0  UN |             0  UN |
|003285            |             0  COP|             0  UN |             0  UN |
|003377            |             0  COP|             0  UN |             0  UN |
|003908            |             0  COP|             0  UN |             0  UN |
|004167            |             0  COP|             0  UN |             0  UN |
|004374            |             0  COP|             0  UN |             0  UN |
|004639            |             0  COP|             0  UN |             0  UN |
|004640            |             0  COP|             0  UN |             0  UN |
|004673            |             0  COP|             0  UN |             0  UN |
|005913            |             0  COP|             0  UN |             0  UN |
|005924            |             0  COP|             0  UN |             0  UN |
|006219            |             0  COP|             0  UN |             0  UN |
|006220            |             0  COP|             0  UN |             0  UN |
|006356            |             0  COP|             0  UN |             0  UN |
|006367            |             0  COP|             0  UN |             0  UN |
|006389            |             0  COP|             0  UN |             0  UN |
|006426            |             0  COP|             0  UN |             0  UN |
|006437            |             0  COP|             0  UN |             0  UN |
|006839            |             0  COP|             0  UN |             0  UN |
|006840            |             0  COP|             0  UN |             0  UN |
|006884            |             0  COP|             0  UN |             0  UN |
|006954            |             0  COP|             0  UN |             0  UN |
|006965            |             0  COP|             0  UN |             0  UN |
|006976            |             0  COP|             0  UN |             0  UN |
|006998            |             0  COP|             0  UN |             0  UN |
|007205            |             0  COP|             0  UN |             0  UN |
|007250            |             0  COP|             0  UN |             0  UN |
|007261            |             0  COP|             0  UN |             0  UN |
|007272            |             0  COP|             0  UN |             0  UN |
|008235            |             0  COP|             0  UN |             0  UN |
|008246            |             0  COP|             0  UN |             0  UN |
|008279            |             0  COP|             0  UN |             0  UN |
|008361            |             0  COP|             0  UN |             0  UN |
|009302            |             0  COP|             0  UN |             0  UN |
|009416            |             0  COP|             0  UN |             0  UN |
|009564            |             0  COP|             0  UN |             0  UN |
|009575            |             0  COP|             0  UN |             0  UN |
|009852            |             0  COP|             0  UN |             0  UN |
|012955            |             0  COP|             0  UN |             0  UN |
|013114            |             0  COP|             0  UN |             0  UN |
|013527            |             0  COP|             0  UN |             0  UN |
|013538            |             0  COP|             0  UN |             0  UN |
|013767            |             0  COP|             0  UN |             0  UN |
|016610            |             0  COP|             0  UN |             0  UN |
|016757            |             0  COP|             0  UN |             0  UN |
|017075            |             0  COP|             0  UN |             0  UN |
|017189            |             0  COP|             0  UN |             0  UN |
|018120            |             0  COP|             0  UN |             0  UN |
|018197            |             0  COP|             0  UN |             0  UN |
|018234            |             0  COP|             0  UN |             0  UN |
|018256            |             0  COP|             0  UN |             0  UN |
|018430            |             0  COP|             0  UN |             0  UN |
|019219            |             0  COP|             0  UN |             0  UN |
|019220            |             0  COP|             0  UN |             0  UN |
|019390            |             0  COP|             0  UN |             0  UN |
|019448            |             0  COP|             0  UN |             0  UN |
|019471            |             0  COP|             0  UN |             0  UN |
|019482            |             0  COP|             0  UN |             0  UN |
|019507            |             0  COP|             0  UN |             0  UN |
|019518            |             0  COP|             0  UN |             0  UN |
|019530            |             0  COP|             0  UN |             0  UN |
|019541            |             0  COP|             0  UN |             0  UN |
|019574            |             0  COP|             0  UN |             0  UN |
|019585            |             0  COP|             0  UN |             0  UN |
|019596            |             0  COP|             0  UN |             0  UN |
|020248            |             0  COP|             0  UN |             0  UN |
|020798            |             0  COP|             0  UN |             0  UN |
|021371            |             0  COP|             0  UN |             0  UN |
|021588            |             0  COP|             0  UN |             0  UN |
|021636            |             0  COP|             0  UN |             0  UN |
|022312            |             0  COP|             0  UN |             0  UN |
|022448            |             0  COP|             0  UN |             0  UN |
|022563            |             0  COP|             0  UN |             0  UN |
|023021            |             0  COP|             0  UN |             0  UN |
|023766            |             0  COP|             0  UN |             0  UN |
|023940            |             0  COP|             0  UN |             0  UN |
|023973            |             0  COP|             0  UN |             0  UN |
|023995            |             0  COP|             0  UN |             0  UN |
|024110            |             0  COP|             0  UN |             0  UN |
|024693            |             0  COP|             0  UN |             0  UN |
|024707            |             0  COP|             0  UN |             0  UN |
|024752            |             0  COP|             0  UN |             0  UN |
|024903            |             0  COP|             0  UN |             0  UN |
|024936            |             0  COP|             0  UN |             0  UN |
|024947            |             0  COP|             0  UN |             0  UN |
|025368            |             0  COP|             0  UN |             0  UN |
|025405            |             0  COP|             0  UN |             0  UN |
|025427            |             0  COP|             0  UN |             0  UN |
|025438            |             0  COP|             0  UN |             0  UN |
|025449            |             0  COP|             0  UN |             0  UN |
|025472            |             0  COP|             0  UN |             0  UN |
|026309            |             0  COP|             0  UN |             0  UN |
|026321            |             0  COP|             0  UN |             0  UN |
|026387            |             0  COP|             0  UN |             0  UN |
|026446            |             0  COP|             0  UN |             0  UN |
|026480            |             0  COP|             0  UN |             0  UN |
|026561            |             0  COP|             0  UN |             0  UN |
|027502            |             0  COP|             0  UN |             0  UN |
|027546            |             0  COP|             0  UN |             0  UN |
|027557            |             0  COP|             0  UN |             0  UN |
|027719            |             0  COP|             0  UN |             0  UN |
|027786            |             0  COP|             0  UN |             0  UN |
|027797            |             0  COP|             0  UN |             0  UN |
|028037            |             0  COP|             0  UN |             0  UN |
|028107            |             0  COP|             0  UN |             0  UN |
|028129            |             0  COP|             0  UN |             0  UN |
|028668            |             0  COP|             0  UN |             0  UN |
|028679            |             0  COP|             0  UN |             0  UN |
|028783            |             0  COP|             0  UN |             0  UN |
|029012            |             0  COP|             0  UN |             0  UN |
|029089            |             0  COP|             0  UN |             0  UN |
|029137            |             0  COP|             0  UN |             0  UN |
|029159            |             0  COP|             0  UN |             0  UN |
|029160            |             0  COP|             0  UN |             0  UN |
|029241            |             0  COP|             0  UN |             0  UN |
|029632            |             0  COP|             0  UN |             0  UN |
|029665            |             0  COP|             0  UN |             0  UN |
|029676            |             0  COP|             0  UN |             0  UN |
|029698            |             0  COP|             0  UN |             0  UN |
|029724            |             0  COP|             0  UN |             0  UN |
|029779            |             0  COP|             0  UN |             0  UN |
|029780            |             0  COP|             0  UN |             0  UN |
|029791            |             0  COP|             0  UN |             0  UN |
|029838            |             0  COP|             0  UN |             0  UN |
|029850            |             0  COP|             0  UN |             0  UN |
|029861            |             0  COP|             0  UN |             0  UN |
|033259            |             0  COP|             0  UN |             0  UN |
|033536            |             0  COP|             0  UN |             0  UN |
|033639            |             0  COP|             0  UN |             0  UN |
|033662            |             0  COP|             0  UN |             0  UN |
|033684            |             0  COP|             0  UN |             0  UN |
|033879            |             0  COP|             0  UN |             0  UN |
|033891            |             0  COP|             0  UN |             0  UN |
|034245            |             0  COP|             0  UN |             0  UN |
|034256            |             0  COP|             0  UN |             0  UN |
|034289            |             0  COP|             0  UN |             0  UN |
|034348            |             0  COP|             0  UN |             0  UN |
|034773            |             0  COP|             0  UN |             0  UN |
|035275            |             0  COP|             0  UN |             0  UN |
|035286            |             0  COP|             0  UN |             0  UN |
|035297            |             0  COP|             0  UN |             0  UN |
|035378            |             0  COP|             0  UN |             0  UN |
|035389            |             0  COP|             0  UN |             0  UN |
|035725            |             0  COP|             0  UN |             0  UN |
|035839            |             0  COP|             0  UN |             0  UN |
|035840            |             0  COP|             0  UN |             0  UN |
|036180            |             0  COP|             0  UN |             0  UN |
|036205            |             0  COP|             0  UN |             0  UN |
|036216            |             0  COP|             0  UN |             0  UN |
|036238            |             0  COP|             0  UN |             0  UN |
|036249            |             0  COP|             0  UN |             0  UN |
|036250            |             0  COP|             0  UN |             0  UN |
|036434            |             0  COP|             0  UN |             0  UN |
|036607            |             0  COP|             0  UN |             0  UN |
|036618            |             0  COP|             0  UN |             0  UN |
|036629            |             0  COP|             0  UN |             0  UN |
|036630            |             0  COP|             0  UN |             0  UN |
|036711            |             0  COP|             0  UN |             0  UN |
|036744            |             0  COP|             0  UN |             0  UN |
|036766            |             0  COP|             0  UN |             0  UN |
|036869            |             0  COP|             0  UN |             0  UN |
|036951            |             0  COP|             0  UN |             0  UN |
|036962            |             0  COP|             0  UN |             0  UN |
|036973            |             0  COP|             0  UN |             0  UN |
|037017            |             0  COP|             0  UN |             0  UN |
|037040            |             0  COP|             0  UN |             0  UN |
|037062            |             0  COP|             0  UN |             0  UN |
|037084            |             0  COP|             0  UN |             0  UN |
|037109            |             0  COP|             0  UN |             0  UN |
|037202            |             0  COP|             0  UN |             0  UN |
|037224            |             0  COP|             0  UN |             0  UN |
|037280            |             0  COP|             0  UN |             0  UN |
|038287            |             0  COP|             0  UN |             0  UN |
|038612            |             0  COP|             0  UN |             0  UN |
|038623            |             0  COP|             0  UN |             0  UN |
|038645            |             0  COP|             0  UN |             0  UN |
|038863            |             0  COP|             0  UN |             0  UN |
|039398            |             0  COP|             0  UN |             0  UN |
|039424            |             0  COP|             0  UN |             0  UN |
|039491            |             0  COP|             0  UN |             0  UN |
|039516            |             0  COP|             0  UN |             0  UN |
|039538            |             0  COP|             0  UN |             0  UN |
|039767            |             0  COP|             0  UN |             0  UN |
|040154            |             0  COP|             0  UN |             0  UN |
|040187            |             0  COP|             0  UN |             0  UN |
|040202            |             0  COP|             0  UN |             0  UN |
|040213            |             0  COP|             0  UN |             0  UN |
|040235            |             0  COP|             0  UN |             0  UN |
|040246            |             0  COP|             0  UN |             0  UN |
|040257            |             0  COP|             0  UN |             0  UN |
|040291            |             0  COP|             0  UN |             0  UN |
|040316            |             0  COP|             0  UN |             0  UN |
|040327            |             0  COP|             0  UN |             0  UN |
|040338            |             0  COP|             0  UN |             0  UN |
|040349            |             0  COP|             0  UN |             0  UN |
|040372            |             0  COP|             0  UN |             0  UN |
|041232            |             0  COP|             0  UN |             0  UN |
|041265            |             0  COP|             0  UN |             0  UN |
|041276            |             0  COP|             0  UN |             0  UN |
|041287            |             0  COP|             0  UN |             0  UN |
|041357            |             0  COP|             0  UN |             0  UN |
|041391            |             0  COP|             0  UN |             0  UN |
|041427            |             0  COP|             0  UN |             0  UN |
|041508            |             0  COP|             0  UN |             0  UN |
|041667            |             0  COP|             0  UN |             0  UN |
|041678            |             0  COP|             0  UN |             0  UN |
|041715            |             0  COP|             0  UN |             0  UN |
|041726            |             0  COP|             0  UN |             0  UN |
|041737            |             0  COP|             0  UN |             0  UN |
|041748            |             0  COP|             0  UN |             0  UN |
|041760            |             0  COP|             0  UN |             0  UN |
|041771            |             0  COP|             0  UN |             0  UN |
|041807            |             0  COP|             0  UN |             0  UN |
|041830            |             0  COP|             0  UN |             0  UN |
|041863            |             0  COP|             0  UN |             0  UN |
|042170            |             0  COP|             0  UN |             0  UN |
|042206            |             0  COP|             0  UN |             0  UN |
|042930            |             0  COP|             0  UN |             0  UN |
|042974            |             0  COP|             0  UN |             0  UN |
|043177            |             0  COP|             0  UN |             0  UN |
|043775            |             0  COP|             0  UN |             0  UN |
|044107            |             0  COP|             0  UN |             0  UN |
|044118            |             0  COP|             0  UN |             0  UN |
|044358            |             0  COP|             0  UN |             0  UN |
|045126            |             0  COP|             0  UN |             0  UN |
|045137            |             0  COP|             0  UN |             0  UN |
|045193            |             0  COP|             0  UN |             0  UN |
|045263            |             0  COP|             0  UN |             0  UN |
|046455            |             0  COP|             0  UN |             0  UN |
|046570            |             0  COP|             0  UN |             0  UN |
|047061            |             0  COP|             0  UN |             0  UN |
|047094            |             0  COP|             0  UN |             0  UN |
|047131            |             0  COP|             0  UN |             0  UN |
|048655            |             0  COP|             0  UN |             0  UN |
|048677            |             0  COP|             0  UN |             0  UN |
|048699            |             0  COP|             0  UN |             0  UN |
|049009            |             0  COP|             0  UN |             0  UN |
|049353            |             0  COP|             0  UN |             0  UN |
|049766            |             0  COP|             0  UN |             0  UN |
|049803            |             0  COP|             0  UN |             0  UN |
|049814            |             0  COP|             0  UN |             0  UN |
|050108            |             0  COP|             0  UN |             0  UN |
|050120            |             0  COP|             0  UN |             0  UN |
|050131            |             0  COP|             0  UN |             0  UN |
|050326            |             0  COP|             0  UN |             0  UN |
|050359            |             0  COP|             0  UN |             0  UN |
|050382            |             0  COP|             0  UN |             0  UN |
|050393            |             0  COP|             0  UN |             0  UN |
|050407            |             0  COP|             0  UN |             0  UN |
|050441            |             0  COP|             0  UN |             0  UN |
|050452            |             0  COP|             0  UN |             0  UN |
|050496            |             0  COP|             0  UN |             0  UN |
|051161            |             0  COP|             0  UN |             0  UN |
|051220            |             0  COP|             0  UN |             0  UN |
|051242            |             0  COP|             0  UN |             0  UN |
|051253            |             0  COP|             0  UN |             0  UN |
|051312            |             0  COP|             0  UN |             0  UN |
|051323            |             0  COP|             0  UN |             0  UN |
|051334            |             0  COP|             0  UN |             0  UN |
|051345            |             0  COP|             0  UN |             0  UN |
|051356            |             0  COP|             0  UN |             0  UN |
|051460            |             0  COP|             0  UN |             0  UN |
|051493            |             0  COP|             0  UN |             0  UN |
|051507            |             0  COP|             0  UN |             0  UN |
|051529            |             0  COP|             0  UN |             0  UN |
|051530            |             0  COP|             0  UN |             0  UN |
|051541            |             0  COP|             0  UN |             0  UN |
|051552            |             0  COP|             0  UN |             0  UN |
|051563            |             0  COP|             0  UN |             0  UN |
|051677            |             0  COP|             0  UN |             0  UN |
|051688            |             0  COP|             0  UN |             0  UN |
|051703            |             0  COP|             0  UN |             0  UN |
|051725            |             0  COP|             0  UN |             0  UN |
|051736            |             0  COP|             0  UN |             0  UN |
|052043            |             0  COP|             0  UN |             0  UN |
|052065            |             0  COP|             0  UN |             0  UN |
|052124            |             0  COP|             0  UN |             0  UN |
|052216            |             0  COP|             0  UN |             0  UN |
|052249            |             0  COP|             0  UN |             0  UN |
|052353            |             0  COP|             0  UN |             0  UN |
|052423            |             0  COP|             0  UN |             0  UN |
|052434            |             0  COP|             0  UN |             0  UN |
|052445            |             0  COP|             0  UN |             0  UN |
|052560            |             0  COP|             0  UN |             0  UN |
|052571            |             0  COP|             0  UN |             0  UN |
|052799            |             0  COP|             0  UN |             0  UN |
|052892            |             0  COP|             0  UN |             0  UN |
|052917            |             0  COP|             0  UN |             0  UN |
|053730            |             0  COP|             0  UN |             0  UN |
|054298            |             0  COP|             0  UN |             0  UN |
|054313            |             0  COP|             0  UN |             0  UN |
|054379            |             0  COP|             0  UN |             0  UN |
|054380            |             0  COP|             0  UN |             0  UN |
|054427            |             0  COP|             0  UN |             0  UN |
|056052            |             0  COP|             0  UN |             0  UN |
|056074            |             0  COP|             0  UN |             0  UN |
|056166            |             0  COP|             0  UN |             0  UN |
|056188            |             0  COP|             0  UN |             0  UN |
|056605            |             0  COP|             0  UN |             0  UN |
|056616            |             0  COP|             0  UN |             0  UN |
|057059            |             0  COP|             0  UN |             0  UN |
|057174            |             0  COP|             0  UN |             0  UN |
|057277            |             0  COP|             0  UN |             0  UN |
|057299            |             0  COP|             0  UN |             0  UN |
|057303            |             0  COP|             0  UN |             0  UN |
|057314            |             0  COP|             0  UN |             0  UN |
|057370            |             0  COP|             0  UN |             0  UN |
|057392            |             0  COP|             0  UN |             0  UN |
|057462            |             0  COP|             0  UN |             0  UN |
|057473            |             0  COP|             0  UN |             0  UN |
|057956            |             0  COP|             0  UN |             0  UN |
|058562            |             0  COP|             0  UN |             0  UN |
|059226            |             0  COP|             0  UN |             0  UN |
|059374            |             0  COP|             0  UN |             0  UN |
|059385            |             0  COP|             0  UN |             0  UN |
|059400            |             0  COP|             0  UN |             0  UN |
|059488            |             0  COP|             0  UN |             0  UN |
|060130            |             0  COP|             0  UN |             0  UN |
|060141            |             0  COP|             0  UN |             0  UN |
|060152            |             0  COP|             0  UN |             0  UN |
|060222            |             0  COP|             0  UN |             0  UN |
|060255            |             0  COP|             0  UN |             0  UN |
|060277            |             0  COP|             0  UN |             0  UN |
|060749            |             0  COP|             0  UN |             0  UN |
|060750            |             0  COP|             0  UN |             0  UN |
|060875            |             0  COP|             0  UN |             0  UN |
|060886            |             0  COP|             0  UN |             0  UN |
|060897            |             0  COP|             0  UN |             0  UN |
|060923            |             0  COP|             0  UN |             0  UN |
|061285            |             0  COP|             0  UN |             0  UN |
|062215            |             0  COP|             0  UN |             0  UN |
|063083            |             0  COP|             0  UN |             0  UN |
|063094            |             0  COP|             0  UN |             0  UN |
|063119            |             0  COP|             0  UN |             0  UN |
|063120            |             0  COP|             0  UN |             0  UN |
|063131            |             0  COP|             0  UN |             0  UN |
|063212            |             0  COP|             0  UN |             0  UN |
|063577            |             0  COP|             0  UN |             0  UN |
|063740            |             0  COP|             0  UN |             0  UN |
|064057            |             0  COP|             0  UN |             0  UN |
|064068            |             0  COP|             0  UN |             0  UN |
|064080            |             0  COP|             0  UN |             0  UN |
|064127            |             0  COP|             0  UN |             0  UN |
|064138            |             0  COP|             0  UN |             0  UN |
|064149            |             0  COP|             0  UN |             0  UN |
|064150            |             0  COP|             0  UN |             0  UN |
|064242            |             0  COP|             0  UN |             0  UN |
|064286            |             0  COP|             0  UN |             0  UN |
|064585            |             0  COP|             0  UN |             0  UN |
|064758            |             0  COP|             0  UN |             0  UN |
|064770            |             0  COP|             0  UN |             0  UN |
|064781            |             0  COP|             0  UN |             0  UN |
|064806            |             0  COP|             0  UN |             0  UN |
|064828            |             0  COP|             0  UN |             0  UN |
|064839            |             0  COP|             0  UN |             0  UN |
|065836            |             0  COP|             0  UN |             0  UN |
|065881            |             0  COP|             0  UN |             0  UN |
|066327            |             0  COP|             0  UN |             0  UN |
|066338            |             0  COP|             0  UN |             0  UN |
|067070            |             0  COP|             0  UN |             0  UN |
|067221            |             0  COP|             0  UN |             0  UN |
|067243            |             0  COP|             0  UN |             0  UN |
|067542            |             0  COP|             0  UN |             0  UN |
|067564            |             0  COP|             0  UN |             0  UN |
|069546            |             0  COP|             0  UN |             0  UN |
|069591            |             0  COP|             0  UN |             0  UN |
|069649            |             0  COP|             0  UN |             0  UN |
|069661            |             0  COP|             0  UN |             0  UN |
|069812            |             0  COP|             0  UN |             0  UN |
|069889            |             0  COP|             0  UN |             0  UN |
|069890            |             0  COP|             0  UN |             0  UN |
|069904            |             0  COP|             0  UN |             0  UN |
|069915            |             0  COP|             0  UN |             0  UN |
|069926            |             0  COP|             0  UN |             0  UN |
|069937            |             0  COP|             0  UN |             0  UN |
|069982            |             0  COP|             0  UN |             0  UN |
|069993            |             0  COP|             0  UN |             0  UN |
|070003            |             0  COP|             0  UN |             0  UN |
|070036            |             0  COP|             0  UN |             0  UN |
|070069            |             0  COP|             0  UN |             0  UN |
|070771            |             0  COP|             0  UN |             0  UN |
|070782            |             0  COP|             0  UN |             0  UN |
|070841            |             0  COP|             0  UN |             0  UN |
|070852            |             0  COP|             0  UN |             0  UN |
|070900            |             0  COP|             0  UN |             0  UN |
|070988            |             0  COP|             0  UN |             0  UN |
|071527            |             0  COP|             0  UN |             0  UN |
|071549            |             0  COP|             0  UN |             0  UN |
|073587            |             0  COP|             0  UN |             0  UN |
|073624            |             0  COP|             0  UN |             0  UN |
|073646            |             0  COP|             0  UN |             0  UN |
|073657            |             0  COP|             0  UN |             0  UN |
|073679            |             0  COP|             0  UN |             0  UN |
|073691            |             0  COP|             0  UN |             0  UN |
|073761            |             0  COP|             0  UN |             0  UN |
|074469            |             0  COP|             0  UN |             0  UN |
|074481            |             0  COP|             0  UN |             0  UN |
|074838            |             0  COP|             0  UN |             0  UN |
|074849            |             0  COP|             0  UN |             0  UN |
|074861            |             0  COP|             0  UN |             0  UN |
|074872            |             0  COP|             0  UN |             0  UN |
|075684            |             0  COP|             0  UN |             0  UN |
|075709            |             0  COP|             0  UN |             0  UN |
|075721            |             0  COP|             0  UN |             0  UN |
|076131            |             0  COP|             0  UN |             0  UN |
|078098            |             0  COP|             0  UN |             0  UN |
|078113            |             0  COP|             0  UN |             0  UN |
|079349            |             0  COP|             0  UN |             0  UN |
|079648            |             0  COP|             0  UN |             0  UN |
|080600            |             0  COP|             0  UN |             0  UN |
|080655            |             0  COP|             0  UN |             0  UN |
|080703            |             0  COP|             0  UN |             0  UN |
|080954            |             0  COP|             0  UN |             0  UN |
|080976            |             0  COP|             0  UN |             0  UN |
|081009            |             0  COP|             0  UN |             0  UN |
|081054            |             0  COP|             0  UN |             0  UN |
|082017            |             0  COP|             0  UN |             0  UN |
|082039            |             0  COP|             0  UN |             0  UN |
|082051            |             0  COP|             0  UN |             0  UN |
|082637            |             0  COP|             0  UN |             0  UN |
|082741            |             0  COP|             0  UN |             0  UN |
|083368            |             0  COP|             0  UN |             0  UN |
|083427            |             0  COP|             0  UN |             0  UN |
|083449            |             0  COP|             0  UN |             0  UN |
|083726            |             0  COP|             0  UN |             0  UN |
|085856            |             0  COP|             0  UN |             0  UN |
|086163            |             0  COP|             0  UN |             0  UN |
|086853            |             0  COP|             0  UN |             0  UN |
|086864            |             0  COP|             0  UN |             0  UN |
|086934            |             0  COP|             0  UN |             0  UN |
|087023            |             0  COP|             0  UN |             0  UN |
|087034            |             0  COP|             0  UN |             0  UN |
|1000394           |             0  COP|             0  UN |             0  UN |
|1000397           |             0  COP|             0  UN |             0  UN |
|1000399           |             0  COP|             0  UN |             0  UN |
|1000421           |             0  COP|             0  UN |             0  UN |
|1000426           |             0  COP|             0  UN |             0  UN |
|1000689           |             0  COP|             0  UN |             0  UN |
|1000769           |             0  COP|             0  UN |             0  UN |
|1000770           |             0  COP|             0  UN |             0  UN |
|1002033           |             0  COP|             0  UN |             0  UN |
|1003634           |             0  COP|             0  UN |             0  UN |
|1004966           |             0  COP|             0  UN |             0  UN |
|1006233           |             0  COP|             0  UN |             0  UN |
|1007655           |             0  COP|             0  UN |             0  UN |
|1007656           |             0  COP|             0  UN |             0  UN |
|1008650           |             0  COP|             0  UN |             0  UN |
|1008651           |             0  COP|             0  UN |             0  UN |
|1008653           |             0  COP|             0  UN |             0  UN |
|1008654           |             0  COP|             0  UN |             0  UN |
|1008655           |             0  COP|             0  UN |             0  UN |
|1009374           |             0  COP|             0  UN |             0  UN |
|1009375           |             0  COP|             0  UN |             0  UN |
|1009377           |             0  COP|             0  UN |             0  UN |
|1009378           |             0  COP|             0  UN |             0  UN |
|1010395           |             0  COP|             0  UN |             0  UN |
|1010396           |             0  COP|             0  UN |             0  UN |
|1011970           |             0  COP|             0  UN |             0  UN |
|1014472           |             0  COP|             0  UN |             0  UN |
|1016393           |             0  COP|             0  UN |             0  UN |
|1016399           |             0  COP|             0  UN |             0  UN |
|1016625           |             0  COP|             0  UN |             0  UN |
|1016933           |             0  COP|             0  UN |             0  UN |
|1026595           |             0  COP|             0  UN |             0  UN |
|1027129           |             0  COP|             0  UN |             0  UN |
|1029266           |             0  COP|             0  UN |             0  UN |
|1029281           |             0  COP|             0  UN |             0  UN |
|1031725           |             0  COP|             0  UN |             0  UN |
|1031940           |             0  COP|             0  UN |             0  UN |
|1032540           |             0  COP|             0  UN |             0  UN |
|1033654           |             0  COP|             0  UN |             0  UN |
|1033655           |             0  COP|             0  UN |             0  UN |
|1033657           |             0  COP|             0  UN |             0  UN |
|1033661           |             0  COP|             0  UN |             0  UN |
|1033662           |             0  COP|             0  UN |             0  UN |
|1037683           |             0  COP|             0  UN |             0  UN |
