Cantidad Material: 2288
--------------------------------------------------------------------------------
|Material          |  Val.stk.valor.   |  Stock valorado   |    Cantidad SC    |
|0000008523        |             0  COP|             0  UN |             0  UN |
|0000008534        |             0  COP|             0  UN |             0  UN |
|0000009209        |             0  COP|             0  UN |             0  UN |
|0000009210        |             0  COP|             0  UN |             0  UN |
|0000009221        |             0  COP|             0  UN |             0  UN |
|0000009254        |             0  COP|             0  UN |             0  UN |
|0000009265        |             0  COP|             0  UN |             0  UN |
|0000009287        |             0  COP|             0  UN |             0  UN |
|0000009298        |             0  COP|             0  UN |             0  UN |
|0000009531        |             0  COP|             0  UN |             0  UN |
|0000009586        |             0  COP|             0  UN |             0  UN |
|0000009597        |             0  COP|             0  UN |             0  UN |
|0000009601        |             0  COP|             0  UN |             0  UN |
|0000009612        |             0  COP|             0  UN |             0  UN |
|0000009623        |             0  COP|             0  UN |             0  UN |
|0000010353        |             0  COP|             0  UN |             0  UN |
|0000010364        |             0  COP|             0  UN |             0  UN |
|0000010375        |             0  COP|             0  UN |             0  UN |
|0000010386        |             0  COP|             0  UN |             0  UN |
|0000010397        |             0  COP|             0  UN |             0  UN |
|0000010489        |             0  COP|             0  UN |             0  UN |
|0000010537        |             0  COP|             0  UN |             0  UN |
|0000010548        |             0  COP|             0  UN |             0  UN |
|0000010559        |             0  COP|             0  UN |             0  UN |
|0000010560        |             0  COP|             0  UN |             0  UN |
|0000010652        |             0  COP|             0  UN |             0  UN |
|0000010663        |             0  COP|             0  UN |             0  UN |
|0000010674        |             0  COP|             0  UN |             0  UN |
|0000010685        |             0  COP|             0  UN |             0  UN |
|0000010711        |             0  COP|             0  UN |             0  UN |
|0000010733        |             0  COP|             0  UN |             0  UN |
|0000010766        |             0  COP|             0  UN |             0  UN |
|0000010788        |             0  COP|             0  UN |             0  UN |
|0000011660        |             0  COP|             0  UN |             0  UN |
|0000011671        |             0  COP|             0  UN |             0  UN |
|0000011707        |             0  COP|             0  UN |             0  UN |
|0000012553        |             0  COP|             0  UN |             0  UN |
|0000012586        |             0  COP|             0  UN |             0  UN |
|0000012597        |             0  COP|             0  UN |             0  UN |
|0000012601        |             0  COP|             0  UN |             0  UN |
|0000012612        |             0  COP|             0  UN |             0  UN |
|0000012623        |             0  COP|             0  UN |             0  UN |
|0000012634        |             0  COP|             0  UN |             0  UN |
|0000012645        |             0  COP|             0  UN |             0  UN |
|0000013169        |             0  COP|             0  UN |             0  UN |
|0000013206        |             0  COP|             0  UN |             0  UN |
|0000013217        |             0  COP|             0  UN |             0  UN |
|0000013251        |             0  COP|             0  UN |             0  UN |
|0000013262        |             0  COP|             0  UN |             0  UN |
|0000013790        |             0  COP|             0  UN |             0  UN |
|0000013804        |             0  COP|             0  UN |             0  UN |
|0000013815        |             0  COP|             0  UN |             0  UN |
|0000013837        |             0  COP|             0  UN |             0  UN |
|0000013860        |             0  COP|             0  UN |             0  UN |
|0000013871        |             0  COP|             0  UN |             0  UN |
|0000013882        |             0  COP|             0  UN |             0  UN |
|0000013893        |             0  COP|             0  UN |             0  UN |
|0000013907        |             0  COP|             0  UN |             0  UN |
|0000013941        |             0  COP|             0  UN |             0  UN |
|0000013952        |             0  COP|             0  UN |             0  UN |
|0000013963        |             0  COP|             0  UN |             0  UN |
|0000013974        |             0  COP|             0  UN |             0  UN |
|0000013985        |             0  COP|             0  UN |             0  UN |
|0000013996        |             0  COP|             0  UN |             0  UN |
|0000014085        |             0  COP|             0  UN |             0  UN |
|0000014096        |             0  COP|             0  UN |             0  UN |
|0000014100        |             0  COP|             0  UN |             0  UN |
|0000014111        |             0  COP|             0  UN |             0  UN |
|0000014122        |             0  COP|             0  UN |             0  UN |
|0000014133        |             0  COP|             0  UN |             0  UN |
|0000014144        |             0  COP|             0  UN |             0  UN |
|0000014155        |             0  COP|             0  UN |             0  UN |
|0000014166        |             0  COP|             0  UN |             0  UN |
|0000014177        |             0  COP|             0  UN |             0  UN |
|0000014188        |             0  COP|             0  UN |             0  UN |
|0000014199        |             0  COP|             0  UN |             0  UN |
|0000014203        |             0  COP|             0  UN |             0  UN |
|0000014214        |             0  COP|             0  UN |             0  UN |
|0000014225        |             0  COP|             0  UN |             0  UN |
|0000014236        |             0  COP|             0  UN |             0  UN |
|0000014247        |             0  COP|             0  UN |             0  UN |
|0000014258        |             0  COP|             0  UN |             0  UN |
|0000014269        |             0  COP|             0  UN |             0  UN |
|0000014270        |             0  COP|             0  UN |             0  UN |
|0000014281        |             0  COP|             0  UN |             0  UN |
|0000014292        |             0  COP|             0  UN |             0  UN |
|0000014306        |             0  COP|             0  UN |             0  UN |
|0000014317        |             0  COP|             0  UN |             0  UN |
|0000014328        |             0  COP|             0  UN |             0  UN |
|0000014339        |             0  COP|             0  UN |             0  UN |
|0000014340        |             0  COP|             0  UN |             0  UN |
|0000014409        |             0  COP|             0  UN |             0  UN |
|0000014546        |             0  COP|             0  UN |             0  UN |
|0000014557        |             0  COP|             0  UN |             0  UN |
|0000014568        |             0  COP|             0  UN |             0  UN |
|0000014579        |             0  COP|             0  UN |             0  UN |
|0000014580        |             0  COP|             0  UN |             0  UN |
|0000014591        |             0  COP|             0  UN |             0  UN |
|0000014605        |             0  COP|             0  UN |             0  UN |
|0000014616        |             0  COP|             0  UN |             0  UN |
|0000014627        |             0  COP|             0  UN |             0  UN |
|0000014638        |             0  COP|             0  UN |             0  UN |
|0000014649        |             0  COP|             0  UN |             0  UN |
|0000014650        |             0  COP|             0  UN |             0  UN |
|0000014661        |             0  COP|             0  UN |             0  UN |
|0000014672        |             0  COP|             0  UN |             0  UN |
|0000014683        |             0  COP|             0  UN |             0  UN |
|0000014694        |             0  COP|             0  UN |             0  UN |
|0000014708        |             0  COP|             0  UN |             0  UN |
|0000014719        |             0  COP|             0  UN |             0  UN |
|0000014720        |             0  COP|             0  UN |             0  UN |
|0000014731        |             0  COP|             0  UN |             0  UN |
|0000014742        |             0  COP|             0  UN |             0  UN |
|0000014801        |             0  COP|             0  UN |             0  UN |
|0000014812        |             0  COP|             0  UN |             0  UN |
|0000014823        |             0  COP|             0  UN |             0  UN |
|0000014845        |             0  COP|             0  UN |             0  UN |
|0000014856        |             0  COP|             0  UN |             0  UN |
|0000014867        |             0  COP|             0  UN |             0  UN |
|0000014889        |             0  COP|             0  UN |             0  UN |
|0000014890        |             0  COP|             0  UN |             0  UN |
|0000014904        |             0  COP|             0  UN |             0  UN |
|0000014915        |             0  COP|             0  UN |             0  UN |
|0000014926        |             0  COP|             0  UN |             0  UN |
|0000014937        |             0  COP|             0  UN |             0  UN |
|0000014948        |             0  COP|             0  UN |             0  UN |
|0000014959        |             0  COP|             0  UN |             0  UN |
|0000014960        |             0  COP|             0  UN |             0  UN |
|0000014971        |             0  COP|             0  UN |             0  UN |
|0000014982        |             0  COP|             0  UN |             0  UN |
|0000014993        |             0  COP|             0  UN |             0  UN |
|0000015004        |             0  COP|             0  UN |             0  UN |
|0000015015        |             0  COP|             0  UN |             0  UN |
|0000015026        |             0  COP|             0  UN |             0  UN |
|0000015037        |             0  COP|             0  UN |             0  UN |
|0000015048        |             0  COP|             0  UN |             0  UN |
|0000015059        |             0  COP|             0  UN |             0  UN |
|0000015060        |             0  COP|             0  UN |             0  UN |
|0000015071        |             0  COP|             0  UN |             0  UN |
|0000015082        |             0  COP|             0  UN |             0  UN |
|0000015118        |             0  COP|             0  UN |             0  UN |
|0000015255        |             0  COP|             0  UN |             0  UN |
|0000015266        |             0  COP|             0  UN |             0  UN |
|0000015277        |             0  COP|             0  UN |             0  UN |
|0000015288        |             0  COP|             0  UN |             0  UN |
|0000015299        |             0  COP|             0  UN |             0  UN |
|0000015303        |             0  COP|             0  UN |             0  UN |
|0000015314        |             0  COP|             0  UN |             0  UN |
|0000015325        |             0  COP|             0  UN |             0  UN |
|0000015336        |             0  COP|             0  UN |             0  UN |
|0000015347        |             0  COP|             0  UN |             0  UN |
|0000015358        |             0  COP|             0  UN |             0  UN |
|0000015808        |             0  COP|             0  UN |             0  UN |
|0000015819        |             0  COP|             0  UN |             0  UN |
|0000015820        |             0  COP|             0  UN |             0  UN |
|0000015831        |             0  COP|             0  UN |             0  UN |
|0000015842        |             0  COP|             0  UN |             0  UN |
|0000015853        |             0  COP|             0  UN |             0  UN |
|0000015864        |             0  COP|             0  UN |             0  UN |
|0000015875        |             0  COP|             0  UN |             0  UN |
|0000015886        |             0  COP|             0  UN |             0  UN |
|0000015897        |             0  COP|             0  UN |             0  UN |
|0000015901        |             0  COP|             0  UN |             0  UN |
|0000015912        |             0  COP|             0  UN |             0  UN |
|0000015923        |             0  COP|             0  UN |             0  UN |
|0000015934        |             0  COP|             0  UN |             0  UN |
|0000015945        |             0  COP|             0  UN |             0  UN |
|0000015956        |             0  COP|             0  UN |             0  UN |
|0000015967        |             0  COP|             0  UN |             0  UN |
|0000015978        |             0  COP|             0  UN |             0  UN |
|0000015989        |             0  COP|             0  UN |             0  UN |
|0000015990        |             0  COP|             0  UN |             0  UN |
|0000016001        |             0  COP|             0  UN |             0  UN |
|0000016012        |             0  COP|             0  UN |             0  UN |
|0000016023        |             0  COP|             0  UN |             0  UN |
|0000016034        |             0  COP|             0  UN |             0  UN |
|0000016045        |             0  COP|             0  UN |             0  UN |
|0000016056        |             0  COP|             0  UN |             0  UN |
|0000016067        |             0  COP|             0  UN |             0  UN |
|0000016078        |             0  COP|             0  UN |             0  UN |
|0000016089        |             0  COP|             0  UN |             0  UN |
|0000016090        |             0  COP|             0  UN |             0  UN |
|000310            |             0  COP|             0  UN |             0  UN |
|000321            |             0  COP|             0  UN |             0  UN |
|000332            |             0  COP|             0  UN |             0  UN |
|000343            |             0  COP|             0  UN |             0  UN |
|000354            |             0  COP|             0  UN |             0  UN |
|000365            |             0  COP|             0  UN |             0  UN |
|000398            |             0  COP|             0  UN |             0  UN |
|000402            |             0  COP|             0  UN |             0  UN |
|000631            |             0  COP|             0  UN |             0  UN |
|000642            |             0  COP|             0  UN |             0  UN |
|000653            |             0  COP|             0  UN |             0  UN |
|001188            |             0  COP|             0  UN |             0  UN |
|001579            |             0  COP|             0  UN |             0  UN |
|001694            |             0  COP|             0  UN |             0  UN |
|001708            |             0  COP|             0  UN |             0  UN |
|001719            |             0  COP|             0  UN |             0  UN |
|002244            |             0  COP|             0  UN |             0  UN |
|002897            |             0  COP|             0  UN |             0  UN |
|002901            |             0  COP|             0  UN |             0  UN |
|002912            |             0  COP|             0  UN |             0  UN |
|003126            |             0  COP|             0  UN |             0  UN |
|003285            |             0  COP|             0  UN |             0  UN |
|003333            |             0  COP|             0  UN |             0  UN |
|003377            |             0  COP|             0  UN |             0  UN |
|003595            |             0  COP|             0  UN |             0  UN |
|003643            |             0  COP|             0  UN |             0  UN |
|003654            |             0  COP|             0  UN |             0  UN |
|003908            |             0  COP|             0  UN |             0  UN |
|003919            |             0  COP|             0  UN |             0  UN |
|003920            |             0  COP|             0  UN |             0  UN |
|003931            |             0  COP|             0  UN |             0  UN |
|003942            |             0  COP|             0  UN |             0  UN |
|003953            |             0  COP|             0  UN |             0  UN |
|003975            |             0  COP|             0  UN |             0  UN |
|004167            |             0  COP|             0  UN |             0  UN |
|004178            |             0  COP|             0  UN |             0  UN |
|004374            |             0  COP|             0  UN |             0  UN |
|004411            |             0  COP|             0  UN |             0  UN |
|004639            |             0  COP|             0  UN |             0  UN |
|004640            |             0  COP|             0  UN |             0  UN |
|004651            |             0  COP|             0  UN |             0  UN |
|004662            |             0  COP|             0  UN |             0  UN |
|004673            |             0  COP|             0  UN |             0  UN |
|004684            |             0  COP|             0  UN |             0  UN |
|004721            |             0  COP|             0  UN |             0  UN |
|004776            |             0  COP|             0  UN |             0  UN |
|005902            |             0  COP|             0  UN |             0  UN |
|005913            |             0  COP|             0  UN |             0  UN |
|005924            |             0  COP|             0  UN |             0  UN |
|005946            |             0  COP|             0  UN |             0  UN |
|006002            |             0  COP|             0  UN |             0  UN |
|006057            |             0  COP|             0  UN |             0  UN |
|006068            |             0  COP|             0  UN |             0  UN |
|006127            |             0  COP|             0  UN |             0  UN |
|006208            |             0  COP|             0  UN |             0  UN |
|006219            |             0  COP|             0  UN |             0  UN |
|006220            |             0  COP|             0  UN |             0  UN |
|006356            |             0  COP|             0  UN |             0  UN |
|006367            |             0  COP|             0  UN |             0  UN |
|006378            |             0  COP|             0  UN |             0  UN |
|006389            |             0  COP|             0  UN |             0  UN |
|006404            |             0  COP|             0  UN |             0  UN |
|006415            |             0  COP|             0  UN |             0  UN |
|006426            |             0  COP|             0  UN |             0  UN |
|006437            |             0  COP|             0  UN |             0  UN |
|006529            |             0  COP|             0  UN |             0  UN |
|006758            |             0  COP|             0  UN |             0  UN |
|006839            |             0  COP|             0  UN |             0  UN |
|006840            |             0  COP|             0  UN |             0  UN |
|006862            |             0  COP|             0  UN |             0  UN |
|006873            |             0  COP|             0  UN |             0  UN |
|006884            |             0  COP|             0  UN |             0  UN |
|006909            |             0  COP|             0  UN |             0  UN |
|006954            |             0  COP|             0  UN |             0  UN |
|006965            |             0  COP|             0  UN |             0  UN |
|006976            |             0  COP|             0  UN |             0  UN |
|006987            |             0  COP|             0  UN |             0  UN |
|006998            |             0  COP|             0  UN |             0  UN |
|007009            |             0  COP|             0  UN |             0  UN |
|007124            |             0  COP|             0  UN |             0  UN |
|007205            |             0  COP|             0  UN |             0  UN |
|007216            |             0  COP|             0  UN |             0  UN |
|007227            |             0  COP|             0  UN |             0  UN |
|007238            |             0  COP|             0  UN |             0  UN |
|007250            |             0  COP|             0  UN |             0  UN |
|007261            |             0  COP|             0  UN |             0  UN |
|007272            |             0  COP|             0  UN |             0  UN |
|007331            |             0  COP|             0  UN |             0  UN |
|007353            |             0  COP|             0  UN |             0  UN |
|007582            |             0  COP|             0  UN |             0  UN |
|007630            |             0  COP|             0  UN |             0  UN |
|007641            |             0  COP|             0  UN |             0  UN |
|008224            |             0  COP|             0  UN |             0  UN |
|008235            |             0  COP|             0  UN |             0  UN |
|008246            |             0  COP|             0  UN |             0  UN |
|008279            |             0  COP|             0  UN |             0  UN |
|008350            |             0  COP|             0  UN |             0  UN |
|008361            |             0  COP|             0  UN |             0  UN |
|008589            |             0  COP|             0  UN |             0  UN |
|008888            |             0  COP|             0  UN |             0  UN |
|008899            |             0  COP|             0  UN |             0  UN |
|008903            |             0  COP|             0  UN |             0  UN |
|008947            |             0  COP|             0  UN |             0  UN |
|008958            |             0  COP|             0  UN |             0  UN |
|009302            |             0  COP|             0  UN |             0  UN |
|009416            |             0  COP|             0  UN |             0  UN |
|009564            |             0  COP|             0  UN |             0  UN |
|009575            |             0  COP|             0  UN |             0  UN |
|009829            |             0  COP|             0  UN |             0  UN |
|009830            |             0  COP|             0  UN |             0  UN |
|009841            |             0  COP|             0  UN |             0  UN |
|009852            |             0  COP|             0  UN |             0  UN |
|009922            |             0  COP|             0  UN |             0  UN |
|009933            |             0  COP|             0  UN |             0  UN |
|009944            |             0  COP|             0  UN |             0  UN |
|012449            |             0  COP|             0  UN |             0  UN |
|012955            |             0  COP|             0  UN |             0  UN |
|012966            |             0  COP|             0  UN |             0  UN |
|012988            |             0  COP|             0  UN |             0  UN |
|012999            |             0  COP|             0  UN |             0  UN |
|013000            |             0  COP|             0  UN |             0  UN |
|013022            |             0  COP|             0  UN |             0  UN |
|013033            |             0  COP|             0  UN |             0  UN |
|013044            |             0  COP|             0  UN |             0  UN |
|013066            |             0  COP|             0  UN |             0  UN |
|013103            |             0  COP|             0  UN |             0  UN |
|013114            |             0  COP|             0  UN |             0  UN |
|013125            |             0  COP|             0  UN |             0  UN |
|013136            |             0  COP|             0  UN |             0  UN |
|013332            |             0  COP|             0  UN |             0  UN |
|013343            |             0  COP|             0  UN |             0  UN |
|013365            |             0  COP|             0  UN |             0  UN |
|013527            |             0  COP|             0  UN |             0  UN |
|013538            |             0  COP|             0  UN |             0  UN |
|013549            |             0  COP|             0  UN |             0  UN |
|013550            |             0  COP|             0  UN |             0  UN |
|013561            |             0  COP|             0  UN |             0  UN |
|013572            |             0  COP|             0  UN |             0  UN |
|013583            |             0  COP|             0  UN |             0  UN |
|013594            |             0  COP|             0  UN |             0  UN |
|013608            |             0  COP|             0  UN |             0  UN |
|013619            |             0  COP|             0  UN |             0  UN |
|013620            |             0  COP|             0  UN |             0  UN |
|013631            |             0  COP|             0  UN |             0  UN |
|013653            |             0  COP|             0  UN |             0  UN |
|013664            |             0  COP|             0  UN |             0  UN |
|013675            |             0  COP|             0  UN |             0  UN |
|013686            |             0  COP|             0  UN |             0  UN |
|013697            |             0  COP|             0  UN |             0  UN |
|013701            |             0  COP|             0  UN |             0  UN |
|013745            |             0  COP|             0  UN |             0  UN |
|013767            |             0  COP|             0  UN |             0  UN |
|014476            |             0  COP|             0  UN |             0  UN |
|016115            |             0  COP|             0  UN |             0  UN |
|016517            |             0  COP|             0  UN |             0  UN |
|016528            |             0  COP|             0  UN |             0  UN |
|016539            |             0  COP|             0  UN |             0  UN |
|016551            |             0  COP|             0  UN |             0  UN |
|016562            |             0  COP|             0  UN |             0  UN |
|016573            |             0  COP|             0  UN |             0  UN |
|016609            |             0  COP|             0  UN |             0  UN |
|016610            |             0  COP|             0  UN |             0  UN |
|016621            |             0  COP|             0  UN |             0  UN |
|016654            |             0  COP|             0  UN |             0  UN |
|016665            |             0  COP|             0  UN |             0  UN |
|016676            |             0  COP|             0  UN |             0  UN |
|016687            |             0  COP|             0  UN |             0  UN |
|016698            |             0  COP|             0  UN |             0  UN |
|016702            |             0  COP|             0  UN |             0  UN |
|016713            |             0  COP|             0  UN |             0  UN |
|016724            |             0  COP|             0  UN |             0  UN |
|016735            |             0  COP|             0  UN |             0  UN |
|016746            |             0  COP|             0  UN |             0  UN |
|016757            |             0  COP|             0  UN |             0  UN |
|016768            |             0  COP|             0  UN |             0  UN |
|016779            |             0  COP|             0  UN |             0  UN |
|016805            |             0  COP|             0  UN |             0  UN |
|016816            |             0  COP|             0  UN |             0  UN |
|016827            |             0  COP|             0  UN |             0  UN |
|016838            |             0  COP|             0  UN |             0  UN |
|016849            |             0  COP|             0  UN |             0  UN |
|016850            |             0  COP|             0  UN |             0  UN |
|016861            |             0  COP|             0  UN |             0  UN |
|016872            |             0  COP|             0  UN |             0  UN |
|016883            |             0  COP|             0  UN |             0  UN |
|016894            |             0  COP|             0  UN |             0  UN |
|016908            |             0  COP|             0  UN |             0  UN |
|016919            |             0  COP|             0  UN |             0  UN |
|016920            |             0  COP|             0  UN |             0  UN |
|016931            |             0  COP|             0  UN |             0  UN |
|016942            |             0  COP|             0  UN |             0  UN |
|016953            |             0  COP|             0  UN |             0  UN |
|016964            |             0  COP|             0  UN |             0  UN |
|016975            |             0  COP|             0  UN |             0  UN |
|016986            |             0  COP|             0  UN |             0  UN |
|016997            |             0  COP|             0  UN |             0  UN |
|017008            |             0  COP|             0  UN |             0  UN |
|017019            |             0  COP|             0  UN |             0  UN |
|017042            |             0  COP|             0  UN |             0  UN |
|017053            |             0  COP|             0  UN |             0  UN |
|017064            |             0  COP|             0  UN |             0  UN |
|017075            |             0  COP|             0  UN |             0  UN |
|017189            |             0  COP|             0  UN |             0  UN |
|017204            |             0  COP|             0  UN |             0  UN |
|017215            |             0  COP|             0  UN |             0  UN |
|017226            |             0  COP|             0  UN |             0  UN |
|017237            |             0  COP|             0  UN |             0  UN |
|017248            |             0  COP|             0  UN |             0  UN |
|017259            |             0  COP|             0  UN |             0  UN |
|017374            |             0  COP|             0  UN |             0  UN |
|017385            |             0  COP|             0  UN |             0  UN |
|017396            |             0  COP|             0  UN |             0  UN |
|017400            |             0  COP|             0  UN |             0  UN |
|017411            |             0  COP|             0  UN |             0  UN |
|017422            |             0  COP|             0  UN |             0  UN |
|017433            |             0  COP|             0  UN |             0  UN |
|017444            |             0  COP|             0  UN |             0  UN |
|017455            |             0  COP|             0  UN |             0  UN |
|017466            |             0  COP|             0  UN |             0  UN |
|017891            |             0  COP|             0  UN |             0  UN |
|017905            |             0  COP|             0  UN |             0  UN |
|017916            |             0  COP|             0  UN |             0  UN |
|017927            |             0  COP|             0  UN |             0  UN |
|017961            |             0  COP|             0  UN |             0  UN |
|017972            |             0  COP|             0  UN |             0  UN |
|017983            |             0  COP|             0  UN |             0  UN |
|017994            |             0  COP|             0  UN |             0  UN |
|018005            |             0  COP|             0  UN |             0  UN |
|018016            |             0  COP|             0  UN |             0  UN |
|018027            |             0  COP|             0  UN |             0  UN |
|018038            |             0  COP|             0  UN |             0  UN |
|018049            |             0  COP|             0  UN |             0  UN |
|018050            |             0  COP|             0  UN |             0  UN |
|018061            |             0  COP|             0  UN |             0  UN |
|018072            |             0  COP|             0  UN |             0  UN |
|018083            |             0  COP|             0  UN |             0  UN |
|018094            |             0  COP|             0  UN |             0  UN |
|018108            |             0  COP|             0  UN |             0  UN |
|018119            |             0  COP|             0  UN |             0  UN |
|018120            |             0  COP|             0  UN |             0  UN |
|018131            |             0  COP|             0  UN |             0  UN |
|018142            |             0  COP|             0  UN |             0  UN |
|018153            |             0  COP|             0  UN |             0  UN |
|018164            |             0  COP|             0  UN |             0  UN |
|018175            |             0  COP|             0  UN |             0  UN |
|018186            |             0  COP|             0  UN |             0  UN |
|018197            |             0  COP|             0  UN |             0  UN |
|018201            |             0  COP|             0  UN |             0  UN |
|018212            |             0  COP|             0  UN |             0  UN |
|018223            |             0  COP|             0  UN |             0  UN |
|018234            |             0  COP|             0  UN |             0  UN |
|018245            |             0  COP|             0  UN |             0  UN |
|018256            |             0  COP|             0  UN |             0  UN |
|018430            |             0  COP|             0  UN |             0  UN |
|018865            |             0  COP|             0  UN |             0  UN |
|018876            |             0  COP|             0  UN |             0  UN |
|018887            |             0  COP|             0  UN |             0  UN |
|018898            |             0  COP|             0  UN |             0  UN |
|018902            |             0  COP|             0  UN |             0  UN |
|018913            |             0  COP|             0  UN |             0  UN |
|018924            |             0  COP|             0  UN |             0  UN |
|019105            |             0  COP|             0  UN |             0  UN |
|019219            |             0  COP|             0  UN |             0  UN |
|019220            |             0  COP|             0  UN |             0  UN |
|019242            |             0  COP|             0  UN |             0  UN |
|019253            |             0  COP|             0  UN |             0  UN |
|019275            |             0  COP|             0  UN |             0  UN |
|019323            |             0  COP|             0  UN |             0  UN |
|019390            |             0  COP|             0  UN |             0  UN |
|019404            |             0  COP|             0  UN |             0  UN |
|019415            |             0  COP|             0  UN |             0  UN |
|019426            |             0  COP|             0  UN |             0  UN |
|019437            |             0  COP|             0  UN |             0  UN |
|019448            |             0  COP|             0  UN |             0  UN |
|019471            |             0  COP|             0  UN |             0  UN |
|019482            |             0  COP|             0  UN |             0  UN |
|019493            |             0  COP|             0  UN |             0  UN |
|019507            |             0  COP|             0  UN |             0  UN |
|019518            |             0  COP|             0  UN |             0  UN |
|019529            |             0  COP|             0  UN |             0  UN |
|019530            |             0  COP|             0  UN |             0  UN |
|019541            |             0  COP|             0  UN |             0  UN |
|019552            |             0  COP|             0  UN |             0  UN |
|019563            |             0  COP|             0  UN |             0  UN |
|019574            |             0  COP|             0  UN |             0  UN |
|019585            |             0  COP|             0  UN |             0  UN |
|019596            |             0  COP|             0  UN |             0  UN |
|019600            |             0  COP|             0  UN |             0  UN |
|019677            |             0  COP|             0  UN |             0  UN |
|019714            |             0  COP|             0  UN |             0  UN |
|019747            |             0  COP|             0  UN |             0  UN |
|019862            |             0  COP|             0  UN |             0  UN |
|020086            |             0  COP|             0  UN |             0  UN |
|020101            |             0  COP|             0  UN |             0  UN |
|020112            |             0  COP|             0  UN |             0  UN |
|020237            |             0  COP|             0  UN |             0  UN |
|020248            |             0  COP|             0  UN |             0  UN |
|020259            |             0  COP|             0  UN |             0  UN |
|020260            |             0  COP|             0  UN |             0  UN |
|020282            |             0  COP|             0  UN |             0  UN |
|020293            |             0  COP|             0  UN |             0  UN |
|020307            |             0  COP|             0  UN |             0  UN |
|020318            |             0  COP|             0  UN |             0  UN |
|020329            |             0  COP|             0  UN |             0  UN |
|020330            |             0  COP|             0  UN |             0  UN |
|020341            |             0  COP|             0  UN |             0  UN |
|020352            |             0  COP|             0  UN |             0  UN |
|020363            |             0  COP|             0  UN |             0  UN |
|020374            |             0  COP|             0  UN |             0  UN |
|020385            |             0  COP|             0  UN |             0  UN |
|020396            |             0  COP|             0  UN |             0  UN |
|020400            |             0  COP|             0  UN |             0  UN |
|020433            |             0  COP|             0  UN |             0  UN |
|020444            |             0  COP|             0  UN |             0  UN |
|020455            |             0  COP|             0  UN |             0  UN |
|020466            |             0  COP|             0  UN |             0  UN |
|020477            |             0  COP|             0  UN |             0  UN |
|020488            |             0  COP|             0  UN |             0  UN |
|020499            |             0  COP|             0  UN |             0  UN |
|020503            |             0  COP|             0  UN |             0  UN |
|020514            |             0  COP|             0  UN |             0  UN |
|020525            |             0  COP|             0  UN |             0  UN |
|020536            |             0  COP|             0  UN |             0  UN |
|020547            |             0  COP|             0  UN |             0  UN |
|020558            |             0  COP|             0  UN |             0  UN |
|020569            |             0  COP|             0  UN |             0  UN |
|020570            |             0  COP|             0  UN |             0  UN |
|020581            |             0  COP|             0  UN |             0  UN |
